WorkerId, Name, Role, SallaryPerHour, JoinDate, LeftDate, BirthDate, Email
11534,Sarah Burns,Exhibit Designer,32.78,2011-09-21,2017-05-31,1973-11-29,Sarah_Burns176@hotmail.com
11535,Timothy Jones,Cleaner,96.02,2019-09-03,2020-04-16,1992-07-01,TimothyJones678@gmail.com
11536,Charles Snyder,Manager,97.47,2013-12-20,2020-12-12,1992-11-18,Charles-Snyder902@gmail.com
11537,Steven Cantu,Conservator,96.55,2020-05-17,2020-10-15,1999-03-21,StevenCantu266@gmail.com
11538,Karen Brown,Educator/Guide,87.38,2010-02-11,2013-12-08,1982-02-11,Karen-Brown137@gmail.com
11539,Nicole Bush,Manager,66.71,2021-11-04,2022-03-15,2000-02-12,Nicole-Bush680@gmail.com
11540,Luis Armstrong,Exhibit Designer,112.71,2021-01-22,2021-03-19,1999-09-30,Luis_Armstrong674@outlook.com
11541,Linda Novak,Registrar,111.52,2016-10-22,2018-11-24,1991-01-27,Linda_Novak607@gmail.com
11542,Daniel Spears,Cleaner,49.44,2001-01-30,2003-04-24,1966-09-23,Daniel-Spears833@gmail.com
11543,Michael Gaines,Registrar,52.02,2019-07-23,2019-10-25,1987-02-18,MichaelGaines288@outlook.com
11544,Karen Brown,Educator/Guide,87.47,1990-06-18,2011-05-11,1965-02-22,KarenBrown43@gmail.com
11545,David Gray,Educator/Guide,55.63,2008-03-26,2008-05-11,1986-04-12,DavidGray98@gmail.com
11546,Kayla Wang,Cleaner,80.27,2011-11-04,2014-05-14,1989-07-12,Kayla_Wang754@gmail.com
11547,Natalie Khan,Curators,62.99,1985-04-07,2004-12-16,1952-09-10,Natalie_Khan385@walla.com
11548,Amber Malone,Exhibit Designer,75.75,2015-02-25,2016-12-04,1961-01-14,Amber_Malone810@gmail.com
11549,Kevin Lowe,Conservator,109.13,2006-12-15,2016-08-08,1979-08-27,Kevin_Lowe573@outlook.com
11550,Samuel Jenkins,Guard,94.85,2018-11-20,2021-02-01,1994-10-20,Samuel_Jenkins569@gmail.com
11551,Michael Farley,Guard,111.91,2018-07-26,2018-11-06,1972-06-27,MichaelFarley869@gmail.com
11552,Kurt Chang,Educator/Guide,63.05,1998-01-20,2011-04-25,1962-03-25,Kurt-Chang54@gmail.com
11553,Brian Bailey,Cleaner,91.68,2007-01-18,2007-04-25,1961-02-14,Brian_Bailey892@gmail.com
11554,Debra Reed,Conservator,82.02,2002-11-27,2011-04-10,1962-09-25,Debra-Reed140@walla.com
11555,Adam Lawson,Guard,86.99,2014-03-01,2014-06-15,1952-12-17,AdamLawson727@outlook.com
11556,John Rivera,Manager,34.60,2015-09-29,2018-12-21,1966-03-20,John-Rivera99@outlook.com
11557,Traci Morris,Cleaner,71.99,2003-08-21,2013-10-30,1961-03-24,Traci_Morris507@hotmail.com
11558,Rebecca Williams,Curators,81.39,2021-06-26,2021-09-20,2000-01-03,Rebecca-Williams126@gmail.com
11559,John Tucker,Cleaner,46.47,2002-01-27,2005-06-07,1977-01-23,John_Tucker576@gmail.com
11560,Bruce Williams,Manager,85.77,1999-06-22,2009-12-30,1952-11-19,Bruce-Williams598@hotmail.com
11561,Tracy Lamb,Exhibit Designer,63.54,2009-04-13,2021-08-08,1975-11-26,Tracy_Lamb318@outlook.com
11562,Michele Garcia,Guard,41.82,2022-02-27,2022-04-04,1987-06-20,MicheleGarcia822@gmail.com
11563,Rachel Hernandez,Exhibit Designer,77.72,2003-11-24,2020-04-16,1954-02-24,RachelHernandez675@gmail.com
11564,Leonard Miles DDS,Guard,33.14,2007-03-17,2018-09-28,1959-12-12,Leonard_Miles_DDS362@gmail.com
11565,Loretta Powell,Guard,87.98,2020-02-15,2020-12-13,1993-05-27,Loretta-Powell727@gmail.com
11566,Victor Ryan,Cleaner,38.48,2022-02-27,2022-04-12,1995-07-13,Victor_Ryan10@gmail.com
11567,Samuel Green,Cleaner,76.78,2013-06-11,2016-12-08,1988-12-17,SamuelGreen65@outlook.com
11568,Megan Chapman,Educator/Guide,119.21,2005-08-28,2021-07-18,1973-12-15,Megan_Chapman281@gmail.com
11569,Brittany Weber,Cleaner,103.73,2001-08-15,2007-01-25,1969-01-29,Brittany_Weber662@gmail.com
11570,Suzanne Odonnell,Registrar,117.50,2016-05-09,2021-11-24,1979-07-29,Suzanne-Odonnell781@gmail.com
11571,Peter Pierce,Educator/Guide,81.41,2021-11-08,2022-04-02,1995-10-12,Peter_Pierce730@outlook.com
11572,Jill Tyler,Conservator,82.06,2017-07-19,2021-11-25,1989-01-18,Jill-Tyler969@outlook.com
11573,Erik Boyd,Educator/Guide,45.58,2003-12-21,2021-06-17,1982-03-11,Erik_Boyd400@outlook.com
11574,Scott Swanson,Curators,87.04,2017-11-10,2020-09-23,1982-03-07,ScottSwanson782@gmail.com
11575,Cynthia Ferguson,Guard,80.54,2020-08-18,2021-07-10,1964-04-04,Cynthia-Ferguson847@hotmail.com
11576,Stephen Moore,Guard,85.16,2021-02-17,2021-06-01,1999-02-23,Stephen_Moore777@outlook.com
11577,Jeffrey Oconnor,Guard,60.22,2007-08-30,2021-05-09,1964-12-18,JeffreyOconnor27@gmail.com
11578,Jorge Johnston,Curators,69.04,2018-11-29,2021-10-24,1964-09-04,JorgeJohnston73@gmail.com
11579,April Smith,Curators,55.04,1988-05-14,2017-09-04,1965-10-22,AprilSmith443@gmail.com
11580,Jasmine Nunez,Educator/Guide,66.12,2008-06-29,2016-12-15,1985-06-13,Jasmine_Nunez474@gmail.com
11581,Wesley Klein,Manager,98.45,2005-08-30,2017-08-06,1976-06-24,Wesley-Klein133@outlook.com
11582,Andrew Fischer,Guard,48.52,2020-01-25,2020-03-24,1995-06-27,Andrew-Fischer783@outlook.com
11583,Edward Garcia,Conservator,78.02,2018-01-30,2019-04-27,1957-05-18,EdwardGarcia87@gmail.com
11584,Timothy Hutchinson,Registrar,84.62,2020-10-11,2020-12-08,1996-09-22,Timothy-Hutchinson318@gmail.com
11585,Eric Nelson,Guard,100.14,2006-04-30,2013-12-26,1973-10-04,EricNelson800@gmail.com
11586,Kimberly Morales,Educator/Guide,68.89,2019-08-14,2020-12-27,1974-08-30,KimberlyMorales666@gmail.com
11587,Charlene Robinson,Conservator,99.88,2012-12-22,2013-03-31,1978-09-20,Charlene-Robinson565@gmail.com
11588,Rhonda Smith,Archivist,95.24,2017-06-18,2017-08-30,1993-03-07,Rhonda_Smith68@gmail.com
11589,Christina Williamson,Guard,95.58,2018-08-11,2021-01-21,1988-03-08,Christina_Williamson795@gmail.com
11590,Richard Martinez,Archivist,48.36,2010-07-16,2014-02-05,1972-04-10,RichardMartinez362@gmail.com
11591,Kelli Wright MD,Cleaner,87.13,2021-02-03,2021-07-26,1995-12-11,KelliWrightMD855@gmail.com
11592,Walter Walker,Registrar,66.33,1993-03-13,2009-07-04,1953-01-16,Walter_Walker643@hotmail.com
11593,Edward Buchanan,Registrar,50.22,2022-03-17,2022-04-25,2000-06-05,Edward-Buchanan639@outlook.com
11594,Andrew Jacobs,Manager,40.23,2022-02-27,2022-04-12,2000-05-01,Andrew-Jacobs418@outlook.com
11595,Danny Hudson,Cleaner,96.57,2003-07-18,2021-02-04,1969-01-02,Danny-Hudson240@gmail.com
11596,Joshua House,Archivist,67.56,1989-06-12,2017-03-26,1956-07-02,Joshua_House187@hotmail.com
11597,Amanda Smith,Exhibit Designer,37.44,1986-12-22,1998-04-30,1962-11-24,Amanda-Smith606@gmail.com
11598,Shawn Mccarty,Manager,77.63,1992-08-08,1999-01-05,1962-08-27,Shawn_Mccarty736@outlook.com
11599,Thomas Johnson,Exhibit Designer,36.23,2020-08-08,2021-06-01,1988-05-29,Thomas_Johnson364@gmail.com
11600,Sabrina Caldwell,Cleaner,91.11,1993-06-07,2017-10-13,1958-03-20,Sabrina-Caldwell59@gmail.com
11601,Mrs. Denise Powell,Educator/Guide,77.69,2004-12-16,2005-01-27,1956-03-30,Mrs._Denise_Powell211@hotmail.com
11602,Shawn Jackson,Conservator,109.22,2018-06-17,2019-08-14,1985-07-18,ShawnJackson612@gmail.com
11603,Emily Flores,Guard,81.38,1992-01-06,1993-07-02,1964-05-02,Emily_Flores237@gmail.com
11604,Kayla Hernandez,Registrar,110.02,2013-10-03,2015-06-07,1982-10-23,KaylaHernandez485@gmail.com
11605,Angela Bell,Curators,31.80,1997-02-07,1997-06-11,1963-07-15,AngelaBell954@gmail.com
11606,Jorge Moore,Manager,45.39,2009-02-23,2018-07-29,1977-05-03,Jorge_Moore989@gmail.com
11607,Shannon Jackson,Exhibit Designer,48.43,2017-02-08,2022-04-30,1992-08-13,Shannon_Jackson586@outlook.com
11608,Taylor Blake,Conservator,65.23,2008-12-12,2021-05-13,1987-02-16,TaylorBlake518@gmail.com
11609,Michael Burns,Exhibit Designer,54.03,1986-08-03,2010-01-28,1952-10-08,MichaelBurns250@outlook.com
11610,Kayla Sutton,Conservator,79.20,2004-04-17,2015-10-26,1982-03-26,Kayla_Sutton141@gmail.com
11611,Rachel Beasley,Curators,73.10,2016-06-29,2020-03-10,1992-01-25,Rachel-Beasley416@gmail.com
11612,Charles Finley,Educator/Guide,53.10,1990-12-31,1997-03-20,1965-11-11,Charles_Finley101@outlook.com
11613,Dr. Judy Cruz MD,Guard,92.51,2020-04-06,2021-04-10,1989-07-23,Dr._Judy_Cruz_MD897@gmail.com
11614,Sean Cabrera,Registrar,62.15,1997-07-21,2021-07-22,1964-02-17,Sean_Cabrera427@gmail.com
11615,Daniel Chen,Exhibit Designer,36.65,1983-02-10,2009-01-17,1961-07-20,Daniel_Chen321@gmail.com
11616,Robert Williams,Exhibit Designer,71.02,1993-07-06,2015-10-16,1956-09-07,Robert_Williams33@gmail.com
11617,Christopher Johnson,Cleaner,81.20,2019-09-30,2020-06-07,1993-08-04,Christopher_Johnson921@gmail.com
11618,Anthony Skinner,Manager,56.88,2017-10-21,2020-08-30,1968-03-21,Anthony-Skinner66@hotmail.com
11619,Ryan Glover,Guard,41.12,2001-06-28,2004-04-05,1958-03-07,Ryan_Glover356@gmail.com
11620,Jocelyn Delgado,Exhibit Designer,107.75,2004-03-28,2012-12-15,1977-12-28,Jocelyn_Delgado695@gmail.com
11621,Suzanne Taylor,Cleaner,51.12,2012-11-30,2012-12-13,1968-07-17,Suzanne_Taylor47@gmail.com
11622,Christopher Hess,Archivist,60.82,2010-02-11,2013-10-19,1987-02-07,Christopher-Hess235@walla.com
11623,Christopher Harris,Manager,37.86,2008-08-19,2020-06-25,1984-07-14,ChristopherHarris910@gmail.com
11624,Kristin Taylor,Educator/Guide,72.78,1986-08-13,1996-02-24,1957-11-16,Kristin_Taylor634@gmail.com
11625,Benjamin Stewart,Curators,99.53,2021-10-21,2022-03-18,1999-05-22,BenjaminStewart521@hotmail.com
11626,Pedro Jackson,Guard,57.49,2008-07-09,2016-03-10,1981-11-08,Pedro-Jackson225@gmail.com
11627,Samuel Reilly,Exhibit Designer,109.41,2021-06-19,2021-10-01,1999-03-10,Samuel_Reilly201@outlook.com
11628,Chad Turner,Exhibit Designer,101.79,2001-07-20,2013-05-01,1973-12-07,ChadTurner235@gmail.com
11629,Stacy Lara,Exhibit Designer,37.03,1991-08-05,2001-03-31,1957-04-18,Stacy-Lara170@gmail.com
11630,Carol Lee,Manager,68.10,2006-08-17,2021-11-10,1975-05-06,Carol_Lee91@gmail.com
11631,Edward Fuller,Cleaner,112.71,2022-01-08,2022-02-09,2000-05-24,EdwardFuller327@hotmail.com
11632,Cynthia Browning,Curators,77.92,1995-03-14,1998-05-20,1957-03-13,Cynthia_Browning193@gmail.com
11633,Elizabeth Rosales,Cleaner,96.48,2007-02-28,2019-02-17,1965-03-02,Elizabeth-Rosales308@gmail.com
11634,Melissa Johnson,Cleaner,107.08,2004-01-07,2006-08-12,1955-12-08,MelissaJohnson639@gmail.com
11635,Molly Bryant,Archivist,78.84,2013-05-05,2017-01-26,1960-01-06,Molly-Bryant352@gmail.com
11636,Benjamin Olson,Curators,51.63,2007-05-24,2011-07-27,1974-08-14,BenjaminOlson334@gmail.com
11637,Michael Montoya,Guard,119.26,2013-06-24,2020-07-25,1978-06-21,Michael-Montoya700@gmail.com
11638,Nicole Lambert,Educator/Guide,59.86,2017-02-04,2019-07-22,1983-02-09,Nicole_Lambert894@walla.com
11639,Randall Ryan,Educator/Guide,48.72,2005-06-20,2021-05-05,1962-06-30,RandallRyan280@gmail.com
11640,Kathryn Larson,Manager,98.89,2014-11-29,2014-12-06,1984-06-08,Kathryn-Larson334@gmail.com
11641,Patrick Cohen,Registrar,70.55,2005-02-24,2005-11-12,1975-05-04,PatrickCohen499@walla.com
11642,Joel Bell,Archivist,65.57,1991-09-15,2018-04-01,1968-09-20,Joel-Bell454@gmail.com
11643,Ann Brady,Educator/Guide,64.18,2010-09-05,2016-10-06,1982-06-13,AnnBrady458@gmail.com
11644,Melissa Miller,Guard,51.47,2011-04-07,2021-09-18,1960-08-08,Melissa-Miller369@gmail.com
11645,Rebecca Chambers,Curators,32.06,2021-07-25,2022-02-10,1988-10-11,Rebecca-Chambers864@hotmail.com
11646,Tiffany Carey,Exhibit Designer,41.96,2012-03-06,2015-10-07,1962-05-03,Tiffany-Carey469@gmail.com
11647,Michael Turner,Cleaner,119.84,1983-03-26,2014-09-22,1959-05-09,Michael_Turner143@gmail.com
11648,Christina Salazar,Exhibit Designer,70.29,1996-05-27,2004-09-30,1971-07-27,ChristinaSalazar734@outlook.com
11649,Kendra Gonzalez,Registrar,117.74,2011-05-29,2018-01-11,1962-01-16,KendraGonzalez746@outlook.com
11650,Michael Mack,Conservator,61.79,1999-02-09,2001-09-14,1975-04-21,Michael-Mack565@gmail.com
11651,Deborah Wheeler,Archivist,60.81,2022-04-16,2022-05-08,2000-06-24,Deborah-Wheeler713@outlook.com
11652,Rickey Suarez,Guard,103.97,2010-12-14,2012-01-27,1987-08-14,Rickey_Suarez341@hotmail.com
11653,Bill Snyder,Registrar,61.80,2020-08-24,2021-08-01,1998-07-11,Bill_Snyder542@gmail.com
11654,Victor Guzman,Exhibit Designer,75.02,2021-10-22,2021-12-27,1999-03-02,Victor_Guzman812@gmail.com
11655,Amy Patterson,Conservator,91.90,2021-11-07,2022-04-24,1986-05-11,Amy_Patterson922@hotmail.com
11656,Eric Rice,Guard,87.15,2017-02-27,2022-03-24,1974-10-21,Eric_Rice262@outlook.com
11657,Jimmy Smith,Manager,119.29,1996-09-17,2002-09-06,1969-12-31,JimmySmith16@gmail.com
11658,Jeremy Guzman,Cleaner,92.87,2014-10-24,2020-10-20,1978-09-25,Jeremy_Guzman648@gmail.com
11659,Gerald Flores,Exhibit Designer,51.09,2021-07-29,2021-08-18,2000-03-23,Gerald-Flores914@gmail.com
11660,David Yang,Manager,76.21,2014-09-02,2022-03-18,1979-04-07,David_Yang282@outlook.com
11661,Sara Goodwin,Conservator,69.64,2000-04-25,2017-10-01,1977-08-18,SaraGoodwin226@hotmail.com
11662,Andrew Frazier,Cleaner,109.39,2009-10-30,2021-12-23,1983-07-08,Andrew-Frazier21@hotmail.com
11663,Jose Cross,Guard,84.22,2008-01-03,2015-07-17,1969-11-07,Jose-Cross833@outlook.com
11664,Jessica Garrison,Cleaner,93.53,2016-10-09,2019-11-20,1995-08-20,Jessica-Garrison978@hotmail.com
11665,Adrian Ward,Educator/Guide,86.78,2001-09-14,2006-06-05,1961-05-30,Adrian-Ward294@gmail.com
11666,Thomas Lopez,Archivist,103.49,2018-09-26,2020-05-22,1997-05-13,ThomasLopez174@gmail.com
11667,Samantha Wright,Conservator,117.24,2020-08-18,2021-10-20,1980-01-04,Samantha-Wright701@gmail.com
11668,Michele Davis,Conservator,83.47,2015-12-14,2018-02-20,1957-03-07,Michele-Davis22@gmail.com
11669,Cody Myers,Archivist,76.35,2021-02-24,2022-01-22,1968-09-17,Cody_Myers865@gmail.com
11670,Jose Brown,Educator/Guide,33.38,2006-03-19,2011-11-28,1973-03-27,Jose-Brown190@gmail.com
11671,Alexander Ford,Archivist,50.20,2008-07-01,2016-06-29,1971-01-18,Alexander_Ford947@gmail.com
11672,Sharon Welch,Exhibit Designer,75.55,2015-11-13,2016-12-31,1986-01-30,Sharon_Welch390@gmail.com
11673,Kelly Thompson,Manager,97.46,2000-04-01,2016-11-21,1958-05-28,Kelly-Thompson88@walla.com
11674,Kelsey Martinez,Archivist,67.60,2017-11-28,2018-06-27,1977-10-16,Kelsey_Martinez190@hotmail.com
11675,Benjamin Martinez,Curators,91.16,2017-04-26,2021-10-07,1992-03-19,Benjamin-Martinez451@outlook.com
11676,Julie Gallegos,Exhibit Designer,42.78,2013-11-30,2014-11-26,1988-02-27,JulieGallegos740@gmail.com
11677,Mr. Andrew Williams,Manager,42.14,2001-05-13,2012-08-25,1977-12-13,Mr.AndrewWilliams863@gmail.com
11678,David Torres,Cleaner,83.75,2015-08-23,2021-05-07,1969-12-02,David_Torres112@gmail.com
11679,Kristina Phillips,Manager,102.95,2007-01-21,2015-07-08,1963-08-03,KristinaPhillips431@hotmail.com
11680,Dylan Alexander,Curators,31.13,2019-10-11,2021-11-08,1992-05-11,Dylan_Alexander690@gmail.com
11681,Shawn Davidson,Guard,67.83,2010-09-17,2012-12-24,1969-03-27,Shawn_Davidson845@outlook.com
11682,Adam Richardson,Curators,33.95,2014-05-19,2021-12-01,1970-10-25,Adam-Richardson733@gmail.com
11683,Christopher Miller,Cleaner,49.94,2013-09-13,2018-01-07,1969-03-20,ChristopherMiller360@outlook.com
11684,Thomas Coleman,Exhibit Designer,50.54,1994-09-12,2009-11-15,1955-09-07,Thomas_Coleman733@gmail.com
11685,Gwendolyn Cunningham,Exhibit Designer,41.05,2000-10-27,2017-10-20,1970-01-01,GwendolynCunningham97@outlook.com
11686,Michael Hernandez,Exhibit Designer,36.85,2015-07-18,2016-04-27,1992-08-09,Michael-Hernandez496@gmail.com
11687,Melissa Santiago,Exhibit Designer,62.90,2014-11-10,2021-05-04,1984-09-16,MelissaSantiago766@outlook.com
11688,Julie Perez,Archivist,56.19,2015-01-23,2020-06-27,1959-03-16,Julie-Perez329@gmail.com
11689,Willie Brown,Conservator,93.78,2011-06-16,2017-09-28,1977-07-25,WillieBrown143@hotmail.com
11690,Gerald Johnson,Exhibit Designer,94.03,2016-12-24,2020-11-06,1982-05-25,GeraldJohnson737@gmail.com
11691,Darlene Huber,Registrar,65.71,2022-01-29,2022-04-07,1996-11-26,Darlene-Huber724@hotmail.com
11692,Larry Perry,Curators,74.08,2020-09-07,2021-05-16,1996-04-22,LarryPerry807@hotmail.com
11693,Lynn Dixon,Guard,55.07,2020-07-31,2021-01-24,1975-12-05,Lynn-Dixon486@outlook.com
11694,Lynn West,Cleaner,33.53,2016-12-09,2017-02-06,1994-06-10,LynnWest340@gmail.com
11695,Michele Green,Conservator,106.64,2014-05-01,2018-05-29,1993-01-18,Michele-Green906@gmail.com
11696,Julie Martin,Manager,52.65,2006-06-26,2020-06-29,1977-12-27,JulieMartin108@gmail.com
11697,Monica Turner,Archivist,79.05,1995-07-23,2005-09-04,1969-08-27,Monica-Turner516@outlook.com
11698,Andrew Gates,Guard,49.75,2019-05-29,2020-08-23,1990-02-22,AndrewGates677@walla.com
11699,Dustin Velez,Exhibit Designer,48.14,2014-02-02,2017-04-19,1985-06-28,DustinVelez633@gmail.com
11700,Savannah Casey,Conservator,76.81,2020-08-04,2022-03-02,1993-10-24,Savannah-Casey592@gmail.com
11701,Sean Jones,Curators,108.07,1984-07-04,2006-02-10,1963-03-08,SeanJones47@outlook.com
11702,Kimberly Johnson,Registrar,103.22,2021-10-02,2021-10-02,2000-05-10,Kimberly-Johnson959@gmail.com
11703,Angela Marshall,Exhibit Designer,81.87,2018-10-21,2019-12-06,1995-05-27,Angela-Marshall858@outlook.com
11704,Anthony Young,Curators,75.53,1995-07-07,2017-02-07,1962-06-25,Anthony_Young600@gmail.com
11705,Brenda Romero,Manager,51.16,2019-06-24,2021-08-20,1967-01-07,Brenda_Romero253@gmail.com
11706,Charlene Osborn,Educator/Guide,88.58,2018-10-10,2019-03-22,1990-07-31,CharleneOsborn725@outlook.com
11707,David Bailey,Exhibit Designer,53.86,1998-07-20,2021-08-12,1954-09-11,David-Bailey266@outlook.com
11708,Sharon Rivera,Educator/Guide,32.73,2017-10-14,2021-07-01,1987-08-28,Sharon-Rivera685@gmail.com
11709,Lynn Moody,Exhibit Designer,93.03,2022-01-27,2022-03-11,1967-07-12,Lynn-Moody214@gmail.com
11710,Brett Maldonado,Conservator,95.12,2006-02-06,2018-08-27,1974-07-06,Brett-Maldonado919@walla.com
11711,Charles Calderon,Registrar,71.03,2017-01-27,2017-10-09,1994-04-18,Charles_Calderon823@gmail.com
11712,Donald Lynch,Guard,50.78,2021-08-10,2021-10-04,1997-11-26,Donald_Lynch976@gmail.com
11713,Veronica Foster,Archivist,107.47,2016-08-21,2020-04-28,1975-11-04,VeronicaFoster994@gmail.com
11714,Mrs. Sophia Stewart DVM,Curators,115.30,2020-09-27,2021-08-25,1980-11-02,Mrs.-Sophia-Stewart-DVM540@gmail.com
11715,Ashley Kelly,Cleaner,35.00,1987-03-20,1993-09-15,1959-08-05,Ashley-Kelly587@hotmail.com
11716,Christina Davis,Curators,48.68,2022-04-08,2022-04-26,1999-01-15,Christina-Davis212@hotmail.com
11717,Pamela Myers,Registrar,88.26,2015-09-14,2017-11-19,1954-12-29,PamelaMyers332@gmail.com
11718,Ryan Ellis,Guard,40.42,1997-05-31,2018-06-14,1953-02-28,Ryan_Ellis958@gmail.com
11719,Logan Reyes,Exhibit Designer,59.27,2008-07-23,2016-03-17,1959-09-06,Logan_Reyes655@gmail.com
11720,Edward Wilson,Conservator,102.99,1997-01-15,1999-12-12,1976-01-09,Edward_Wilson273@gmail.com
11721,Ashley Christensen,Cleaner,51.98,2019-07-27,2021-01-03,1978-09-02,Ashley-Christensen911@gmail.com
11722,Jeffrey Salazar,Cleaner,36.80,2003-06-02,2005-10-17,1981-11-18,JeffreySalazar418@outlook.com
11723,Richard Hodges,Guard,105.51,1992-06-18,2003-02-28,1961-03-13,RichardHodges539@gmail.com
11724,Thomas Maldonado,Educator/Guide,112.92,2018-09-08,2020-09-06,1996-08-21,Thomas_Maldonado449@gmail.com
11725,Michael Moore,Manager,115.42,2020-12-01,2021-02-15,1998-12-02,MichaelMoore885@hotmail.com
11726,Alexa French,Manager,85.50,2008-03-15,2021-04-27,1970-01-07,Alexa-French180@gmail.com
11727,Denise Massey,Archivist,94.06,2009-11-13,2019-09-10,1963-12-23,Denise_Massey694@outlook.com
11728,Thomas Downs,Archivist,49.83,2020-11-13,2021-09-22,1977-06-16,Thomas-Downs398@hotmail.com
11729,Kimberly Hawkins,Conservator,40.66,2018-05-31,2021-05-25,1978-07-09,Kimberly_Hawkins122@gmail.com
11730,Lorraine Morgan,Manager,62.58,2011-01-12,2012-12-31,1958-02-25,LorraineMorgan741@gmail.com
11731,Sherry Gates,Cleaner,95.55,2015-09-11,2020-01-28,1977-11-30,Sherry-Gates471@gmail.com
11732,Krystal Sanchez,Archivist,101.63,2014-03-18,2020-10-18,1979-01-20,Krystal_Sanchez341@gmail.com
11733,William Carter,Conservator,85.94,2019-02-16,2019-11-28,1983-10-15,WilliamCarter252@hotmail.com
11734,Maureen Young,Educator/Guide,87.16,1990-07-06,2000-11-02,1961-01-16,Maureen-Young140@gmail.com
11735,Aaron Hamilton,Exhibit Designer,46.81,1997-11-11,2021-08-19,1953-05-09,AaronHamilton759@gmail.com
11736,Colleen Hubbard,Archivist,109.57,2011-02-28,2018-12-14,1989-05-28,Colleen-Hubbard860@outlook.com
11737,Sharon Anderson,Cleaner,44.07,2017-10-10,2020-03-28,1978-01-14,Sharon_Anderson223@gmail.com
11738,Rachel Nelson,Educator/Guide,65.80,2020-02-28,2021-01-08,1996-10-15,Rachel_Nelson353@gmail.com
11739,Samantha Hester,Curators,112.34,1998-05-21,2002-05-06,1973-03-31,SamanthaHester129@gmail.com
11740,Allen Martinez,Archivist,47.25,2019-09-18,2021-09-30,1977-08-31,Allen_Martinez678@gmail.com
11741,Angela Rojas,Manager,56.95,1980-03-02,1999-07-12,1955-07-15,Angela-Rojas893@outlook.com
11742,Bryan Stephenson,Conservator,68.56,2021-09-04,2021-10-25,1989-06-12,Bryan-Stephenson941@gmail.com
11743,Jerry Mason,Exhibit Designer,69.79,2000-04-16,2017-06-16,1953-12-18,JerryMason595@gmail.com
11744,Kevin Taylor,Archivist,104.11,1986-05-18,2012-10-28,1959-12-30,KevinTaylor146@gmail.com
11745,Casey Miller,Archivist,58.59,2022-05-06,2022-05-06,1958-03-15,CaseyMiller616@outlook.com
11746,Michael Solomon,Educator/Guide,37.60,2010-11-07,2012-06-23,1963-11-11,Michael-Solomon409@outlook.com
11747,Garrett Miller,Educator/Guide,46.22,1985-07-22,2017-06-18,1957-04-02,Garrett_Miller770@outlook.com
11748,April Hall,Registrar,46.88,2018-08-31,2021-07-08,1983-07-14,April_Hall648@gmail.com
11749,Darren Davis,Archivist,110.85,2005-11-04,2010-11-02,1964-09-19,DarrenDavis638@gmail.com
11750,Manuel Allen,Archivist,104.66,2004-07-17,2020-05-08,1972-10-25,Manuel-Allen557@outlook.com
11751,Michelle Hernandez,Cleaner,78.76,2013-07-21,2014-09-08,1982-06-01,MichelleHernandez599@outlook.com
11752,Janice Morris,Archivist,80.87,2002-01-05,2021-04-21,1959-03-12,JaniceMorris557@outlook.com
11753,Jackie Berg,Registrar,119.61,2001-09-20,2012-08-26,1978-07-12,Jackie-Berg513@outlook.com
11754,Ricky Wolfe,Archivist,91.53,2019-01-16,2020-04-26,1985-10-23,RickyWolfe648@hotmail.com
11755,Jessica Fields,Guard,97.11,2019-01-08,2019-03-16,1992-06-09,JessicaFields887@hotmail.com
11756,Courtney Richards,Conservator,33.52,2014-02-25,2015-12-13,1990-11-10,Courtney-Richards496@walla.com
11757,Rose Hardin,Conservator,89.69,2006-04-25,2014-11-27,1965-08-31,RoseHardin484@gmail.com
11758,Debra Lee,Conservator,59.75,2015-02-04,2022-03-07,1994-01-17,Debra_Lee77@gmail.com
11759,James Thomas,Registrar,72.02,2021-10-01,2022-02-19,1998-08-22,James-Thomas553@outlook.com
11760,Teresa Brown,Manager,50.12,2020-03-17,2021-04-11,1968-01-27,TeresaBrown615@gmail.com
11761,Mr. Alejandro Dorsey,Guard,116.50,2021-04-05,2021-11-11,1981-10-08,Mr.-Alejandro-Dorsey782@outlook.com
11762,Micheal Stewart,Registrar,111.95,2008-02-17,2021-03-20,1973-11-04,MichealStewart653@outlook.com
11763,Rachel Adams,Exhibit Designer,107.27,2005-05-21,2016-12-25,1976-06-23,Rachel-Adams964@hotmail.com
11764,Mrs. Penny Aguilar MD,Conservator,74.62,2020-10-22,2020-12-19,1993-08-26,Mrs._Penny_Aguilar_MD505@gmail.com
11765,Curtis Roberts,Curators,80.88,2007-08-10,2017-09-04,1964-11-17,Curtis_Roberts89@gmail.com
11766,Sarah Baker,Guard,46.18,2018-08-29,2020-08-26,1975-12-01,Sarah-Baker232@walla.com
11767,Gabriela Alexander,Guard,40.10,2017-08-18,2020-09-28,1984-08-14,Gabriela-Alexander301@gmail.com
11768,Tammy Garza,Guard,84.53,2018-06-29,2020-02-28,1993-06-03,TammyGarza106@hotmail.com
11769,David Preston,Manager,52.52,1993-02-24,1995-01-20,1963-03-09,David_Preston553@outlook.com
11770,Dawn Castro DVM,Exhibit Designer,39.05,2018-09-29,2018-10-01,1953-08-31,Dawn_Castro_DVM505@outlook.com
11771,Austin Escobar,Manager,115.67,1997-10-12,2016-05-04,1968-12-09,AustinEscobar740@gmail.com
11772,Scott Lee,Curators,32.68,1990-07-21,1997-08-13,1958-06-21,Scott_Lee259@gmail.com
